id,label
421,1
422,1
423,0
424,1
425,1
426,1
427,0
428,1
429,1
430,0
431,0
432,1
433,0
434,1
435,0
436,1
437,1
438,0
439,1
440,0
441,0
442,0
443,0
444,0
445,1
446,1
447,0
448,0
449,0
450,1
451,1
452,0
453,0
454,1
455,0
456,1
457,1
458,1
459,1
460,0
461,0
462,0
463,0
464,1
465,0
466,1
467,0
468,1
469,0
470,1
471,1
472,1
473,1
474,0
475,0
476,0
477,0
478,1
479,1
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,1
488,1
489,1
490,0
491,1
492,1
493,1
494,0
495,1
496,1
497,0
498,0
499,0
500,1
501,1
502,0
503,0
504,1
505,1
506,1
507,0
508,0
509,0
510,0
511,1
512,0
513,1
514,1
515,1
516,0
517,0
518,0
519,0
520,0
521,0
522,1
523,0
524,1
525,1
526,1
527,0
528,0
529,1
530,0
531,0
532,0
533,1
534,0
535,1
536,0
537,0
538,0
539,1
540,0
541,1
542,1
543,0
544,1
545,0
546,0
547,0
548,0
549,1
550,1
551,1
552,0
553,0
554,0
555,0
556,0
557,0
558,1
559,1
560,0
561,0
562,1
563,0
564,1
565,1
566,1
567,1
568,0
569,0
570,0
571,1
572,1
573,1
574,0
575,1
576,1
577,0
578,0
579,1
580,0
581,0
582,1
583,0
584,0
585,1
586,0
587,1
588,0
589,1
590,0
591,1
592,0
593,1
594,0
595,1
596,0
597,1
598,0
599,1
600,0
601,0
602,0
603,0
604,0
605,1
606,0
607,0
608,1
609,1
610,0
611,0
612,1
613,0
614,0
615,0
616,0
617,1
618,1
619,0
620,0
621,1
622,1
623,0
624,1
625,1
626,0
627,1
628,0
629,0
630,0
631,1
632,0
633,1
634,0
635,0
636,1
637,0
638,1
639,1
640,0
641,1
642,1
643,0
644,1
645,0
646,0
647,1
648,0
649,1
650,0
651,1
652,0
653,1
654,1
655,1
656,0
657,0
658,0
659,0
660,1
661,0
662,1
663,0
664,0
665,0
666,0
667,0
668,0
669,1
670,0
671,1
672,0
673,1
674,0
675,1
676,0
677,0
678,0
679,1
680,0
681,0
682,1
683,1
684,0
685,1
686,0
687,0
688,0
689,0
690,0
691,1
692,1
693,0
694,1
695,1
696,0
697,1
698,0
699,1
700,0
701,0
702,0
703,0
704,0
705,0
706,0
707,0
708,1
709,0
710,0
711,1
712,0
713,0
714,1
715,0
716,0
717,1
718,1
719,0
720,0
721,0
722,1
723,0
724,0
725,1
726,1
727,1
728,0
729,0
730,0
731,1
732,0
733,0
734,0
735,0
736,1
737,0
738,1
739,1
740,0
741,1
742,0
743,1
744,1
745,0
746,1
747,0
748,0
749,1
750,1
751,1
752,1
753,0
754,1
755,0
756,1
757,0
758,0
759,0
760,1
761,0
762,0
763,1
764,1
765,0
766,0
767,1
768,1
769,0
770,1
771,1
772,0
773,1
774,0
775,0
776,0
777,1
778,1
779,0
780,1
781,1
782,1
783,0
784,1
785,1
786,1
787,0
788,1
789,0
790,1
791,0
792,1
793,1
794,0
795,1
796,0
797,0
798,0
799,1
800,1
801,1
802,0
803,1
804,1
805,0
806,1
807,1
808,0
809,1
810,0
811,0
812,0
813,1
814,0
815,1
816,0
817,0
818,1
819,1
820,0
821,0
822,1
823,1
824,0
825,1
826,0
827,1
828,0
829,0
830,0
831,0
832,1
833,1
834,0
835,0
836,0
837,1
838,1
839,1
840,1
841,1
842,0
843,1
844,0
845,0
846,1
847,0
848,1
849,1
850,1
851,1
852,0
853,1
854,1
855,0
856,1
857,0
858,0
859,1
860,1
861,0
862,0
863,1
864,0
865,0
866,0
867,1
868,0
869,0
870,0
871,0
872,0
873,0
874,0
875,1
876,1
877,0
878,1
879,1
880,1
881,0
882,1
883,1
884,0
885,0
886,1
887,0
888,1
889,0
890,0
891,1
892,1
893,1
894,1
895,0
896,0
897,1
898,0
899,0
900,1
901,1
902,1
903,0
904,0
905,0
906,1
907,1
908,1
909,0
910,0
911,0
912,0
913,0
914,0
915,1
916,1
917,1
918,0
919,1
920,1
921,1
922,0
923,0
924,0
925,0
926,0
927,1
928,1
929,0
930,0
931,0
932,0
933,0
934,1
935,1
936,1
937,1
938,0
939,1
940,1
941,1
942,1
943,0
944,1
945,0
946,0
947,0
948,0
949,1
950,1
951,0
952,0
953,0
954,0
955,1
956,0
957,0
958,1
959,1
960,1
961,0
962,0
963,0
964,1
965,1
966,1
967,0
968,0
969,0
970,0
971,1
972,0
973,1
974,1
975,0
976,0
977,0
978,1
979,0
980,1
981,0
982,1
983,0
984,0
985,0
986,1
987,0
988,1
989,1
990,1
991,0
992,1
993,1
994,1
995,0
996,0
997,1
998,1
999,0
1000,1
1001,0
1002,1
1003,1
1004,0
1005,0
1006,1
1007,1
1008,1
1009,1
1010,1
1011,0
1012,0
1013,1
1014,1
1015,0
1016,0
1017,0
1018,0
1019,1
1020,0
1021,1
1022,0
1023,1
1024,0
1025,1
1026,0
1027,1
1028,0
1029,0
1030,0
1031,0
1032,1
1033,1
1034,0
1035,1
1036,0
1037,1
1038,0
1039,1
1040,1
1041,1
1042,0
1043,0
1044,0
1045,0
1046,0
1047,0
1048,0
1049,0
1050,1
1051,1
1052,1
1053,1
1054,0
1055,0
1056,0
1057,1
1058,0
1059,0
1060,1
1061,0
1062,0
1063,1
1064,1
1065,1
1066,0
1067,1
1068,1
1069,0
1070,0
1071,1
1072,0
1073,1
1074,0
1075,1
1076,1
1077,0
1078,0
1079,1
1080,1
1081,1
1082,0
1083,1
1084,0
1085,1
1086,1
1087,0
1088,0
1089,0
1090,0
1091,1
1092,1
1093,1
1094,0
1095,1
1096,0
1097,0
1098,0
1099,1
1100,1
1101,1
1102,1
1103,1
1104,0
1105,1
1106,1
1107,0
1108,1
1109,0
1110,0
1111,0
1112,1
1113,0
1114,0
1115,1
1116,1
1117,1
1118,1
1119,0
1120,1
1121,1
1122,1
1123,1
1124,0
1125,0
1126,0
1127,0
1128,0
1129,1
1130,0
1131,0
1132,1
1133,0
1134,0
1135,1
1136,0
1137,1
1138,0
1139,0
1140,1
1141,0
1142,1
1143,0
1144,1
1145,0
1146,0
1147,1
1148,1
1149,1
1150,0
1151,0
1152,1
1153,0
1154,0
1155,1
1156,1
1157,1
1158,0
1159,0
1160,1
1161,0
1162,0
1163,1
1164,0
1165,0
1166,1
1167,1
1168,1
1169,0
1170,0
1171,0
1172,0
1173,0
1174,1
1175,1
1176,1
1177,0
1178,1
1179,1
1180,1
1181,0
1182,0
1183,1
1184,1
1185,0
1186,1
1187,0
1188,0
1189,0
1190,1
1191,0
1192,0
1193,0
1194,1
1195,1
1196,0
1197,0
1198,1
1199,0
1200,0
1201,1
1202,0
1203,0
1204,1
1205,0
1206,1
1207,1
1208,0
1209,0
1210,1
1211,1
1212,0
1213,0
1214,1
1215,0
1216,1
1217,0
1218,0
1219,1
1220,0
1221,1
1222,0
1223,1
1224,0
1225,1
1226,0
1227,0
1228,0
1229,1
1230,1
1231,0
1232,0
1233,1
1234,1
1235,0
1236,0
1237,1
1238,0
1239,0
1240,1
1241,1
1242,0
1243,0
1244,0
1245,0
1246,0
1247,1
1248,0
1249,1
1250,1
1251,1
1252,0
1253,0
1254,0
1255,0
1256,1
1257,1
1258,1
1259,0
1260,1
1261,1
1262,1
1263,0
1264,1
1265,0
1266,1
1267,0
1268,0
1269,0
1270,1
1271,1
1272,1
1273,1
1274,0
1275,0
1276,1
1277,0
1278,0
1279,0
1280,1
1281,1
1282,0
1283,0
1284,1
1285,1
1286,0
1287,1
1288,1
1289,0
1290,1
1291,0
1292,1
1293,1
1294,0
1295,0
1296,0
1297,0
1298,1
1299,0
1300,0
1301,0
1302,0
1303,0
1304,1
1305,0
1306,0
1307,1
1308,0
1309,0
1310,0
1311,1
1312,0
1313,0
1314,1
1315,1
1316,0
1317,1
1318,0
1319,0
1320,0
1321,0
1322,1
1323,0
1324,0
1325,0
1326,0
1327,1
1328,0
1329,0
1330,0
1331,1
1332,1
1333,1
1334,1
1335,0
1336,1
1337,0
1338,1
1339,1
1340,0
1341,0
1342,1
1343,1
1344,0
1345,0
1346,0
1347,1
1348,1
1349,0
1350,0
1351,0
1352,1
1353,0
1354,1
1355,0
1356,0
1357,1
1358,0
1359,1
1360,1
1361,1
1362,1
1363,0
1364,1
1365,0
1366,1
1367,0
1368,0
1369,0
1370,0
1371,1
1372,0
1373,1
1374,1
1375,0
1376,1
1377,1
1378,1
1379,1
1380,1
1381,1
1382,0
1383,0
1384,1
1385,1
1386,1
1387,1
1388,0
1389,0
1390,1
1391,1
1392,1
1393,1
1394,0
1395,0
1396,0
1397,1
1398,0
1399,1
1400,0
1401,1
1402,0
1403,1
1404,0
1405,0
1406,0
1407,0
1408,0
1409,1
1410,0
1411,0
1412,1
1413,0
1414,0
1415,1
1416,1
1417,0
1418,0
1419,0
1420,1
1421,0
1422,1
1423,0
1424,0
1425,1
1426,0
1427,0
1428,0
1429,0
1430,0
1431,1
1432,1
1433,0
1434,0
1435,1
1436,0
1437,0
1438,0
1439,1
1440,1
1441,0
1442,1
1443,0
1444,0
1445,0
1446,0
1447,1
1448,0
1449,1
1450,1
1451,0
1452,0
1453,1
1454,1
1455,0
1456,1
1457,0
1458,1
1459,1
1460,1
1461,1
1462,0
1463,0
1464,0
1465,0
1466,0
1467,1
1468,0
1469,1
1470,1
1471,0
1472,1
1473,1
1474,1
1475,1
1476,1
1477,0
1478,1
1479,0
1480,0
1481,0
1482,0
1483,1
1484,0
1485,0
1486,0
1487,1
1488,1
1489,1
1490,1
1491,0
1492,0
1493,1
1494,0
1495,1
1496,0
1497,0
1498,1
1499,0
1500,1
1501,0
1502,0
1503,1
1504,1
1505,1
1506,1
1507,1
1508,0
1509,0
1510,1
1511,0
1512,0
1513,0
1514,1
1515,1
1516,1
1517,0
1518,1
1519,1
1520,0
1521,1
1522,0
1523,0
1524,0
1525,0
1526,1
1527,1
1528,1
1529,0
1530,0
1531,0
1532,0
1533,0
1534,0
1535,1
1536,0
1537,0
1538,0
1539,0
1540,1
1541,0
1542,1
1543,1
1544,1
1545,1
1546,0
1547,1
1548,0
1549,0
1550,1
1551,0
1552,1
1553,0
1554,1
1555,0
1556,0
1557,1
1558,0
1559,1
1560,0
1561,0
1562,1
1563,1
1564,0
1565,0
1566,0
1567,1
1568,0
1569,1
1570,0
1571,0
1572,1
1573,1
1574,1
1575,1
1576,0
1577,1
1578,1
1579,0
1580,1
1581,1
1582,0
1583,1
1584,0
1585,1
1586,0
1587,0
1588,1
1589,0
1590,0
1591,0
1592,0
1593,1
1594,0
1595,1
1596,1
1597,1
1598,1
1599,0
1600,1
1601,1
1602,1
1603,0
1604,1
1605,0
1606,1
1607,0
1608,0
1609,1
1610,1
1611,0
1612,0
1613,1
1614,0
1615,0
1616,0
1617,0
1618,0
1619,1
1620,1
1621,0
1622,1
1623,0
1624,0
1625,1
1626,0
1627,0
1628,0
1629,0
1630,1
1631,0
1632,1
1633,1
1634,1
1635,0
1636,1
1637,0
1638,0
1639,1
1640,1
1641,1
1642,0
1643,1
1644,0
1645,1
1646,0
1647,0
1648,1
1649,0
1650,1
1651,0
1652,1
1653,0
1654,0
1655,1
1656,1
1657,0
1658,1
1659,1
1660,1
1661,0
1662,0
1663,1
1664,0
1665,0
1666,0
1667,0
1668,0
1669,0
1670,1
1671,0
1672,1
1673,1
1674,0
1675,0
1676,1
1677,1
1678,1
1679,1
1680,1
1681,1
1682,1
1683,1
1684,1
1685,1
1686,0
1687,0
1688,0
1689,0
1690,0
1691,1
1692,0
1693,0
1694,1
1695,0
1696,0
1697,0
1698,1
1699,1
1700,0
1701,1
1702,0
1703,1
1704,0
1705,1
1706,0
1707,1
1708,1
1709,0
1710,0
1711,0
1712,1
1713,0
1714,1
1715,0
1716,1
1717,0
1718,0
1719,1
1720,0
1721,0
1722,1
1723,0
1724,1
1725,1
1726,1
1727,1
1728,0
1729,0
1730,0
1731,0
1732,1
1733,0
1734,0
1735,1
1736,1
1737,0
1738,1
1739,0
1740,0
1741,1
1742,1
1743,0
1744,0
1745,0
1746,0
1747,1
1748,1
1749,0
1750,1
1751,1
1752,1
1753,1
1754,1
1755,0
1756,1
1757,0
1758,0
1759,1
1760,1
1761,0
1762,1
1763,1
1764,0
1765,0
1766,1
1767,1
1768,1
1769,0
1770,1
1771,1
1772,1
1773,0
1774,0
1775,0
1776,0
1777,1
1778,1
1779,0
1780,0
1781,1
1782,0
1783,0
1784,1
1785,1
1786,0
1787,1
1788,0
1789,0
1790,0
1791,1
1792,0
1793,0
1794,1
1795,1
1796,1
1797,0
1798,1
1799,1
1800,1
1801,1
1802,1
1803,1
1804,1
1805,1
1806,1
1807,1
1808,0
1809,1
1810,1
1811,0
1812,0
1813,0
1814,1
1815,0
1816,0
1817,1
1818,0
1819,1
1820,0
1821,1
1822,0
1823,0
1824,1
1825,1
1826,1
1827,0
1828,1
1829,1
1830,0
1831,0
1832,0
1833,0
1834,1
1835,0
1836,1
1837,0
1838,1
1839,0
1840,0
1841,0
1842,0
1843,0
1844,0
1845,0
1846,1
1847,0
1848,1
1849,1
1850,0
1851,1
1852,1
1853,1
1854,0
1855,0
1856,0
1857,0
1858,1
1859,1
1860,0
1861,1
1862,1
1863,0
1864,1
1865,1
1866,1
1867,0
1868,1
1869,0
1870,1
1871,0
1872,1
1873,1
1874,0
1875,1
1876,0
1877,1
1878,1
1879,0
1880,0
1881,1
1882,0
1883,0
1884,1
1885,1
1886,1
1887,1
1888,0
1889,1
1890,0
1891,1
1892,1
1893,0
1894,0
1895,1
1896,1
1897,0
1898,0
1899,1
1900,0
1901,0
1902,1
1903,1
1904,1
1905,0
1906,0
1907,1
1908,1
1909,0
1910,0
1911,0
1912,1
1913,1
1914,1
1915,1
1916,1
1917,0
1918,0
1919,1
1920,0
1921,1
1922,1
1923,0
1924,0
1925,0
1926,0
1927,1
1928,1
1929,1
1930,1
1931,0
1932,0
1933,0
1934,1
1935,0
1936,0
1937,0
1938,0
1939,1
1940,1
1941,0
1942,1
1943,0
1944,1
1945,0
1946,1
1947,1
1948,0
1949,1
1950,0
1951,0
1952,0
1953,0
1954,0
1955,1
1956,0
1957,0
1958,1
1959,1
1960,1
1961,0
1962,1
1963,1
1964,0
1965,1
1966,0
1967,0
1968,1
1969,0
1970,0
1971,1
1972,0
1973,1
1974,1
1975,0
1976,1
1977,0
1978,0
1979,1
1980,1
1981,0
1982,0
1983,0
1984,0
1985,1
1986,0
1987,1
1988,1
1989,1
1990,0
1991,1
1992,0
1993,0
1994,0
1995,0
1996,1
1997,1
1998,1
1999,0
2000,0
2001,1
2002,1
2003,1
2004,0
2005,1
2006,0
2007,0
2008,1
2009,1
2010,1
2011,0
2012,0
2013,0
2014,0
2015,0
2016,1
2017,1
2018,0
2019,0
2020,1
2021,0
2022,0
2023,1
2024,1
2025,1
2026,0
2027,1
2028,1
2029,0
2030,0
2031,0
2032,1
2033,0
2034,0
2035,1
2036,1
2037,0
2038,1
2039,1
2040,0
2041,0
2042,1
2043,1
2044,1
2045,0
2046,1
2047,0
2048,0
2049,1
2050,0
2051,0
2052,0
2053,0
2054,0
2055,1
2056,1
2057,1
2058,0
2059,0
2060,1
2061,0
2062,1
2063,0
2064,0
2065,1
2066,1
2067,0
2068,1
2069,1
2070,0
2071,1
2072,0
2073,0
2074,0
2075,1
2076,1
2077,0
2078,1
2079,0
2080,1
2081,1
2082,0
2083,1
2084,0
2085,0
2086,0
2087,0
2088,1
2089,1
2090,0
2091,0
2092,0
2093,0
2094,0
2095,0
2096,0
2097,0
2098,1
2099,1
2100,1
2101,0
2102,1
2103,0
2104,1
2105,1
2106,0
2107,0
2108,1
2109,1
2110,0
2111,0
2112,0
2113,1
2114,1
2115,0
2116,0
2117,1
2118,1
2119,1
2120,0
2121,1
2122,0
2123,1
2124,1
2125,0
2126,1
2127,1
2128,0
2129,0
2130,0
2131,0
2132,1
2133,0
2134,1
2135,0
2136,1
2137,0
2138,0
2139,1
2140,0
2141,0
2142,0
2143,0
2144,1
2145,0
2146,1
2147,0
2148,0
2149,1
2150,0
2151,0
2152,1
2153,1
2154,0
2155,1
2156,0
2157,1
2158,0
2159,0
2160,0
2161,0
2162,0
2163,1
2164,1
2165,1
2166,1
2167,1
2168,1
2169,1
2170,1
2171,0
2172,0
2173,1
2174,0
2175,0
2176,1
2177,1
2178,1
2179,0
2180,0
2181,1
2182,1
2183,0
2184,1
2185,1
2186,1
2187,0
2188,0
2189,0
2190,1
2191,1
2192,0
2193,0
2194,0
2195,0
2196,1
2197,1
2198,1
2199,0
2200,0
2201,1
2202,1
2203,1
2204,1
2205,1
2206,0
2207,0
2208,1
2209,0
2210,0
2211,1
2212,1
2213,0
2214,0
2215,1
2216,1
2217,1
2218,1
2219,0
2220,0
2221,1
2222,1
2223,0
2224,0
2225,0
2226,0
2227,0
2228,0
2229,1
2230,0
2231,0
2232,0
2233,0
2234,0
2235,1
2236,0
2237,1
2238,1
2239,1
2240,0
2241,0
2242,0
2243,0
2244,0
2245,1
2246,0
2247,0
2248,1
2249,0
2250,1
2251,0
2252,0
2253,0
2254,1
2255,1
2256,0
2257,0
2258,0
2259,0
2260,0
2261,0
2262,0
2263,0
2264,1
2265,1
2266,1
2267,1
2268,1
2269,1
2270,0
2271,0
2272,1
2273,0
2274,0
2275,0
2276,1
2277,0
2278,0
2279,0
2280,0
2281,0
2282,0
2283,1
2284,1
2285,0
2286,1
2287,0
2288,0
2289,1
2290,0
2291,1
2292,0
2293,1
2294,0
2295,0
2296,0
2297,1
2298,1
2299,1
2300,0
2301,0
2302,0
2303,1
2304,1
2305,0
2306,1
2307,0
2308,1
2309,1
2310,1
2311,1
2312,0
2313,0
2314,1
2315,0
2316,1
2317,1
2318,0
2319,0
2320,1
2321,0
2322,1
2323,1
2324,1
2325,1
2326,0
2327,1
2328,1
2329,0
2330,0
2331,1
2332,1
2333,0
2334,0
2335,1
2336,0
2337,0
2338,0
2339,0
2340,0
2341,0
2342,0
2343,1
2344,0
2345,1
2346,1
2347,1
2348,1
2349,0
2350,0
2351,0
2352,1
2353,0
2354,0
2355,1
2356,0
2357,1
2358,0
2359,0
2360,1
2361,0
2362,1
2363,0
2364,1
2365,1
2366,0
2367,0
2368,0
2369,0
2370,0
2371,0
2372,1
2373,1
2374,1
2375,1
2376,1
2377,1
2378,0
2379,1
2380,0
2381,0
2382,0
2383,1
2384,0
2385,1
2386,1
2387,0
2388,1
2389,1
2390,1
2391,1
2392,0
2393,1
2394,0
2395,0
2396,1
2397,0
2398,0
2399,0
2400,1
2401,1
2402,0
2403,1
2404,0
2405,0
2406,1
2407,1
2408,0
2409,1
2410,0
2411,1
2412,0
2413,0
2414,1
2415,1
2416,0
2417,0
2418,1
2419,0
2420,0
2421,0
2422,1
2423,0
2424,1
2425,1
2426,0
2427,0
2428,1
2429,1
2430,1
2431,0
2432,0
2433,1
2434,1
2435,0
2436,1
2437,0
2438,1
2439,1
2440,0
2441,1
2442,0
2443,1
2444,0
2445,0
2446,0
2447,0
2448,1
2449,1
2450,0
2451,0
2452,1
2453,1
2454,0
2455,0
2456,0
2457,0
2458,1
2459,1
2460,1
2461,1
2462,0
2463,0
2464,0
2465,1
2466,0
2467,0
2468,0
2469,0
2470,1
2471,0
2472,1
2473,1
2474,1
2475,0
2476,1
2477,1
2478,0
2479,0
2480,1
2481,1
2482,0
2483,1
2484,0
2485,1
2486,1
2487,1
2488,1
2489,0
2490,1
2491,1
2492,0
2493,0
2494,0
2495,0
2496,1
2497,0
2498,1
2499,0
2500,1
2501,1
2502,1
2503,0
2504,1
2505,0
2506,0
2507,1
2508,1
2509,0
2510,1
2511,0
2512,0
2513,0
2514,0
2515,1
2516,0
2517,1
2518,0
2519,1
2520,1
2521,0
2522,0
2523,0
2524,0
2525,0
2526,1
2527,1
2528,1
2529,0
2530,1
2531,0
2532,1
2533,0
2534,1
2535,1
2536,1
2537,0
2538,1
2539,0
2540,0
2541,1
2542,1
2543,0
2544,1
2545,1
2546,0
2547,0
2548,0
2549,1
2550,0
2551,0
2552,0
2553,0
2554,0
2555,1
2556,1
2557,0
2558,0
2559,0
2560,1
2561,0
2562,0
2563,1
2564,0
2565,1
2566,1
2567,1
2568,0
2569,1
2570,0
2571,0
2572,1
2573,0
2574,0
2575,0
2576,0
2577,0
2578,1
2579,0
2580,1
2581,1
2582,1
2583,0
2584,1
2585,0
2586,1
2587,1
2588,1
2589,0
2590,0
2591,0
2592,0
2593,1
2594,1
2595,0
2596,0
2597,1
2598,1
2599,0
2600,0
2601,1
2602,1
2603,0
2604,1
2605,1
2606,0
2607,1
2608,1
2609,0
2610,0
2611,1
2612,1
2613,0
2614,1
2615,0
2616,0
2617,1
2618,0
2619,1
2620,0
2621,0
2622,0
2623,0
2624,1
2625,1
2626,1
2627,0
2628,1
2629,0
2630,0
2631,0
2632,1
2633,1
2634,1
2635,0
2636,1
2637,0
2638,1
2639,1
2640,1
2641,1
2642,1
2643,1
2644,0
2645,1
2646,0
2647,0
2648,0
2649,0
2650,0
2651,0
2652,0
2653,1
2654,0
2655,1
2656,0
2657,0
2658,1
2659,0
2660,0
2661,1
2662,0
2663,0
2664,1
2665,0
2666,1
2667,1
2668,0
2669,0
2670,1
2671,1
2672,1
2673,0
2674,0
2675,0
2676,1
2677,1
2678,0
2679,0
2680,0
2681,1
2682,0
2683,1
2684,1
2685,1
2686,0
2687,1
2688,1
2689,0
2690,0
2691,0
2692,1
2693,1
2694,1
2695,1
2696,0
2697,1
2698,1
2699,0
2700,0
2701,1
2702,0
2703,1
2704,1
2705,1
2706,1
2707,0
2708,0
2709,1
2710,0
2711,0
2712,0
2713,0
2714,0
2715,0
2716,1
2717,0
2718,0
2719,1
2720,1
2721,1
2722,1
2723,1
2724,0
2725,0
2726,0
2727,1
2728,0
2729,0
2730,0
2731,0
2732,1
2733,0
2734,1
2735,0
2736,0
2737,1
2738,1
2739,0
2740,1
2741,1
2742,0
2743,1
2744,0
2745,1
2746,0
2747,0
2748,0
2749,0
2750,0
2751,1
2752,0
2753,0
2754,1
2755,1
2756,1
2757,0
2758,1
2759,0
2760,1
2761,1
2762,1
2763,0
2764,0
2765,0
2766,1
2767,0
2768,0
2769,0
2770,0
2771,1
2772,1
2773,1
2774,1
2775,1
2776,0
2777,0
2778,0
2779,0
2780,1
2781,0
2782,0
2783,1
2784,1
2785,1
2786,0
2787,0
2788,0
2789,0
2790,0
2791,0
2792,0
2793,1
2794,1
2795,1
2796,0
2797,1
2798,0
2799,1
2800,0
2801,1
2802,0
2803,1
2804,1
2805,1
2806,1
2807,0
2808,0
2809,1
2810,1
2811,0
2812,1
2813,1
2814,1
2815,0
2816,1
2817,0
2818,1
2819,0
2820,1
2821,0
2822,0
2823,1
2824,0
2825,1
2826,0
2827,1
2828,1
2829,1
2830,0
2831,1
2832,0
2833,0
2834,1
2835,1
2836,0
2837,1
2838,0
2839,0
2840,0
2841,0
2842,1
2843,1
2844,1
2845,0
2846,0
2847,1
2848,1
2849,1
2850,1
2851,1
2852,0
2853,0
2854,0
2855,1
2856,0
2857,0
2858,1
2859,0
2860,0
2861,1
2862,0
2863,1
2864,1
2865,0
2866,0
2867,0
2868,1
2869,0
2870,0
2871,0
2872,0
2873,0
2874,0
2875,1
2876,0
2877,0
2878,1
2879,1
2880,1
2881,0
2882,1
2883,1
2884,1
2885,0
2886,0
2887,0
2888,1
2889,0
2890,0
2891,1
2892,0
2893,0
2894,1
2895,1
2896,0
2897,1
2898,0
2899,1
2900,0
2901,0
2902,0
2903,0
2904,1
2905,0
2906,1
2907,0
2908,0
2909,0
2910,1
2911,1
2912,1
2913,1
2914,0
2915,1
2916,0
2917,1
2918,0
2919,0
2920,1
2921,0
2922,1
2923,0
2924,0
2925,1
2926,1
2927,0
2928,1
2929,0
2930,0
2931,1
2932,0
2933,0
2934,1
2935,0
2936,0
2937,1
2938,1
2939,1
2940,0
2941,0
2942,0
2943,0
2944,1
2945,0
2946,1
2947,1
2948,0
2949,0
2950,0
2951,1
2952,1
2953,1
2954,1
2955,0
2956,0
2957,0
2958,0
2959,0
2960,0
2961,0
2962,0
2963,1
2964,1
2965,1
2966,1
2967,0
2968,0
2969,1
2970,0
2971,1
2972,0
2973,0
2974,0
2975,0
2976,1
2977,1
2978,0
2979,1
2980,1
2981,1
2982,1
2983,1
2984,0
2985,0
2986,0
2987,0
2988,0
2989,0
2990,0
2991,1
2992,1
2993,1
2994,1
2995,0
2996,1
2997,0
2998,1
